crab shanty;668625922539569152;#dinner @ The Original Crab Shanty https://t.co/byM6GVtqMC;true;
good to go;667704980422414336;It's Friday! Happy start of the weekend for all you!   "Don't be afraid to give up the good to go for the great." - John D. Rockefeller;false;
good to go;668920370087469056;@ChrisPirillo good to go now.;false;
good to go;669319420980928512;Change the stool where i sit to an electromagnetic la-z-boy and i'll be good to go on board the Axiom.;false;
good to go;668550910126235648;Not even Griffin wants me. He writes a song for every bitch he's ever met except me, he's too good to go to prom with me, I'm never enough;false;
good to go;667490110913417218;Bowling tonight? feels good to go out;true;
good to go;669922004234039296;A stalking So Good to Go (6-1) gets 1st run on Bargaining Table (even$) and takes AQU opener under @IradOrtizJr for Jacobson.;false;
good to go;668615330852380672;@HVasend @ATrainKickz @TheRealTBlake @CopThese @Deadlaced @Jmanforeverr @Heskicks @GTFan712 good to go bud;false;
reserve;670016549315588096;#Cowboys losing. Its  comedown to this: Woodford Reserve & a Fuente Opus X belicoso cigar. #DALvsCAR #DallasCowboys https://t.co/wHYQqgtGzb;false;
reserve;667881681571966981;OUR BRAND NEW THANKSGIVING MENU CREATED BY AWARD WINNING CHEF KAVON LANGLEY! RESERVE YOUR TABLE TONIGHT! https://t.co/h98SsfvT9K;false;
reserve;669271210392293376;Pachas Last Years Events,, Don't Miss Out & Make Sure to reserve your tickets for the best parties of… https://t.co/oFhb77Zk5X;true;
reserve;669721453336666112;This stuff is amazing! - Drinking a Brewer's Reserve Bourbon Barrel Scotch Ale at @theowlfarmbar - https://t.co/DMDbfFCyz6;true;
reserve;667751653639102464;BBH: The Federal Reserve holds a discount rate meeting on Monday and there is some speculation that the 75 bp discount rate could be lifted.;false;
reserve;670240756896960512;#blackfriday #sale starts today! Store hours are 11-7PM or call/email to reserve your favorites (212)… https://t.co/r9UFhl7cT9;true;
reserve;669968913342533633;Eagle Rare and Woodford Reserve BEFORE Thanksgiving dinner? I may not make midnight!;false;
reserve;667401517520039936;Pa reserve nga dyan mare ? https://t.co/D8wE1Yz3km;false;
reserve;667863649604739072;Fancy Kona Reserve coffee from NYC Starbucks @ Starbucks https://t.co/hhIyzowg9P;true;
reserve;669353372856795136;NYC ITS GOING DOWN THIS FRIDAY NIGHT.  HMU NOW TO RESERVE YOUR TABLE !!! @ Opus Lounge NYC https://t.co/gzO752LjO8;true;
the smile;668366946505785344;Had an amazing night ... Can u tell by the smile ? @ Barcelona Bites https://t.co/6ebRrQMRUw;true;
the smile;667737414664716288;Breakfast of champs with @lisadengler @ The Smile https://t.co/lx8eY1P4pV;true;
the smile;668093442090643456;Never met a black man I didn't like #MuddShark #Racist #YeaOkBro jsbiv @ The Smile https://t.co/jQRZKlv4gg;true;
the smile;669180191596552192;I'm at @TheSmileNyc in New York, NY w/ @stephlauren https://t.co/nBqHkiBM8L;true;
the smile;667575771590991872;Niall was talking and I couldn't kwwp the smile off my face;false;
the smile;670278338217426945;You're the smile on my face and it ain't going nowhere;false;
the smile;670032274386255872;The face of the stuffed and satisfied - don't let the smile fool u tho, I'on never wanna see food again. ? https://t.co/k0xnotoIrw;false;
the smile;667528199606280192;@ceeennaa what's the smile one and look at my last tweet;false;
the smile;668212208900431872;Her job was so boring. I'm glade the smile uplifted after the visit.;false;
the smile;668904853465202688;On Lunch Break. @ The Smile https://t.co/iYhizsyPxy;true;
at the wallace;669706030482243584;Paris & I ????? @ At the Wallace https://t.co/Yy99dSR48n;true;
at the wallace;668154066728574976;jayshepardmusic killing shit. #newenglandfest2015 is underway. @ At the Wallace https://t.co/IQxNqBWE1Z;true;
at the wallace;669700709525291009;Bro in law ? @ At the Wallace https://t.co/hEKQfT8WGZ;true;
at the wallace;669698450636840963;We are about to start a company together, so that's cool. #grandledge #newyork @ At the Wallace https://t.co/BRqmZLPFe6;true;
at the wallace;668121469927452672;Game on. @ At the Wallace https://t.co/Gjh9lmKKyU;true;
at the wallace;669708317258747906;Just posted a photo @ At the Wallace https://t.co/psI6dy8p0V;true;
at the wallace;669704176092344322;Them good old boys @seandenno @bigbluepanda @ At the Wallace https://t.co/z3qmBcDAKl;true;
rye;667913082367254528;Enjoying a Bourbon County Brand Stout Vanilla Rye (2014) by @GooseIsland @ Glorietta Baldy — https://t.co/dOY6UaEpG4 #photo;true;
rye;669296272495517697;Accident on #I287CrossWestchesterExpwy EB at Exit 11 (I-287) - Portchester- Rye (US 1) https://t.co/Ihn1IG1YF2;true;
rye;667916425198215169;What the world needs now. ??????#peace love #understanding #france @ Rye Ridge Shopping Center https://t.co/Yl1gvr8ZWe;true;
rye;669687481718218752;One of my all time favorite books is the Catcher in the Rye and everyone hates me for that bc Holden but like I love him :(;false;
rye;670072580758511618;Accident on #I95NewEnglandThruway NB at 0.82 before Exit 19 (I-95) - Rye - Playland Parkway https://t.co/vDcdXDE2cK;true;
rye;670248985794232321;Quiet in Rye. Let's see if Manhattan is any livelier. @ Rye (Metro-North station) https://t.co/oNYpwCViJv;true;
rye;670024962040848385;More things I am grateful for, Rye and Cerebus. Latest addition to the wall is @malachiward & Matt… https://t.co/mvLcNE2jLu;true;
rye;668642061785145344;Space Balls themed Schwarzbier with 10% malted rye from @westbrookbeer -… https://t.co/7CT0CfXTaz;true;
rye;667947827801276416;Two years with the very best dinner companion ??? @ Rye Restaurant https://t.co/EH76Vzj1Y0;true;
rye;668155791195639808;My favorite of the day - Drinking a Sour in the Rye by @thebruery @ Tap & Mallet  — https://t.co/R02ZYRcJSx;true;
black seed;669932882786414592;?????? #pizzabagel @blackseedbagels #blackseedbagels @ Black Seed Bagels https://t.co/z5Bc3PUQRk;true;
black seed;669631975196655625;They opened a @blackseedbagels in #EastVillage... ?????? #eeeeeats #eater #munchies @ Black Seed Bagels https://t.co/gLvQ5uVFIB;true;
black seed;668786456979222533;What's your lox to chill ratio? @ Black Seed Bagels https://t.co/EdsqU6bglv;true;
black seed;667776391841214464;I'm at Black Seed Bagels in New York, NY https://t.co/sdtgrAYgT9;true;
black seed;668175886294917120;Treat yourself. #foodporn #smokedsalmon #capers #everything #bagel @ Black Seed Bagels https://t.co/VEpCchge2L;true;
black seed;667708376881737728;Doing it right (@ Black Seed Bagels in New York, NY) https://t.co/KKle2sVtbM;true;
black seed;669525445424099328;I'm at Black Seed Bagels in New York, NY https://t.co/TgUmLfU0XW;true;
black seed;667347725193641984;Rye bagels @blackseedbagels 11/13/15 @ Black Seed Bagels https://t.co/H0epgV0LkO;true;
black seed;668904811727728642;Featuring flying bagels @blackseedbagels! #behindthescenes @ Black Seed Bagels https://t.co/MtxGBDz7B9;true;
black seed;670291930375430144;Finding out what all the hype is about @blackseedbagels @ Black Seed Bagels https://t.co/2lAoRWAFgA;true;
grace street;668200072019095552;????? ? @ Grace Street https://t.co/DtHdq6T3fw;true;
grace street;669604305427632128;I'm at Grace Street - @bygracestreet in New York, NY https://t.co/JwNNbi5Vdz;true;
grace street;667938305334493184;Autumn Harvest Latte and salted Caramel Affrogato @ Grace Street https://t.co/44yF4Z7rd0;true;
beso;667739856278188032;Prefiero un beso tuyo en lugar de palabras, porque a veces hablamos mucho y no decimos nada.;false;
beso;667884840675631104;Un beso a la roca con dos?de hielo!!! #iceskating #SantubbsNY #Vacations… https://t.co/jwHJ0NZeat;true;
beso;669613562185261056;Annie-b11@hotmail.com Linda Felicidades en tu cumpleaños beso de padre;false;
beso;668617430004924417;El beso entre Meghan y Charlie fue intenso *Meghan, Charlie es mio*;false;
beso;669511850803884036;tengo antojo de un beso tuyo @JadeReady Y @nicoleready21  en la mejilla;false;
beso;670078668291616768;@angieximena_  no tengo idea, celia ya le dio la nueva casa a la mama y la hermanita le pidio un beso a pedro el dia del festejo casero;false;
beso;669149335226032129;@MarinaVolpe12 Igual Vos Bruji  beso !!;false;
beso;669508365937188865;@Super_Estadio totalmente de acuerdo con los sabios, AÚN ASÍ, el resultado de hoy será favorable a la fiera! #TodosSomosLeon Beso Karen ?;false;
beso;669849359513722880;@EddGabriel Feliz cumpleaños niño bonito ??? Un beso grande.;false;
beso;669701298460229632;Fui el que te hizo el amor con un beso y no en la cama el caballero que siempre atendió bien a su dama;false;
tastings;667442651319427072;Not 1...Not 2...Not 3....but 4 GREAT tastings @Zachys this Saturday. Watch my re-cap to see why you want to be here  https://t.co/Ei2IHo8Zp9;false;
tastings;667868157273591808;Get ready people, @BlackButton85 will be doing tastings at tonight's show! #sofarROC #ROC https://t.co/kKkJsiOWV2;false;
tastings;667759553996414976;Come and join us tomorrow for Hpnotiq tastings from… https://t.co/RhMMZYmJ6h;true;
tastings;668492124623667201;A culinary journey of tastings at Degustation, NYC @ Degustation https://t.co/lbrJsCnAqF;true;
tastings;667459268388528129;Tasting tonight from 5-8! We have an amazing set of producers open for you to try. Tastings are free to attend! https://t.co/kFblEndzhI;false;
tastings;668064290302271488;#slamdunk #Saturday with two fantastic tastings this afternoon : Champagne Drappier & wines from Terry Theise portfolio.. see you there!;false;
tastings;668174771843108864;First of two tastings today. @usqwines from 4-6pm. Bring it on!! #austrianwine #winemonger… https://t.co/vkHKDIQIvj;true;
tastings;667754918451638272;Come and join us tonite for some nice Spanish wines tastings from 5-8pm !… https://t.co/YiXknxBtT2;true;
convene;667740071639035904;NEWS: #UNGA Ban Ki-moon proposes to convene a high-level summit on managing large-scale movements of migrants & refugees next #UNGA;false;
convene;668792968665554944;UN WOMEN GLOBAL CIVIL SOCIETY DIALOGUE (at @Convene at 730 Third Avenue in New York, NY) https://t.co/y3nLycQWGy;true;
convene;669330523341352960;After Tues night NSC briefing, @POTUS will again convene the team on Wed morning for a briefing on pre-holiday "homeland security posture.";false;
estelle;669170251473489920;With the roomies @Drewburry and jambiggins on Cello playing for the artist Kristen Estelle who I am… https://t.co/nDZv6y7sDP;true;
estelle;667894052155707393;All the Denim!  Estelle (@negrillonne) at @elitenyc styled by @raytell_bridges hair by @sheripinto… https://t.co/6UeXDrhlfr;true;
estelle;668234312660205569;this is a picture or Estelle and Kanye West endorsing Barak Obama at the EMAs after singing American Boy https://t.co/tYtGI9lgtk;false;
darn donuts;669532700479496192;@darndonuts #darndonuts amazing breakfast https://t.co/JHRgiEN1ii;false;
vynl;667885296621518848;S/o to our favorite bathroom of all time @ Vynl https://t.co/oVuFTQwi0j;true;
vynl;668511007669620736;#nyc #friends #manhattan #brunch #vynl @ Vynl https://t.co/vAvEvJ3AZd;true;
annex;668088678846214144;The Catbird Wedding Annex at 540 Driggs is open for walk-ins today and tomorrow, 10-6. Come have a peek! https://t.co/P8nKvHRlHm;false;
annex;668126788451590144;Out at oak! -#inleaguewithsatan @ Academy Record Annex https://t.co/A4zuJmA9uO;true;
annex;669693252333928448;Oyster pairing flight for da boyz - Drinking an Anthem Cider by @wacider @ The Annex  — https://t.co/ILrkh9zmB6 #photo;true;
annex;669587124711100417;Please note our new return policy. @ Academy Record Annex https://t.co/0IR7qbvC3p;true;
uncle sam's;667839114763481088;The only refugees #0bama doesn't like.  While DC debates religion, refugees, Iraqi Christians feel Uncle Sam's boot https://t.co/Vx2HQgWsdI;false;
uncle sam's;667864745039552512;While DC debates religion, refugees, Iraqi Christians feel Uncle Sam's boot https://t.co/6DvxAiZDSm via the @FoxNews Android app;false;
camaradas el barrio;669753155190726656;Just posted a video @ Camaradas El Barrio https://t.co/0AQdLpjFCL;true;
camaradas el barrio;669917252037160960;Me & erikathedj ?? #waybackwhensday #ThanksgivingEve2015 #happyThanksGiving2015 @ Camaradas El Barrio https://t.co/nvDwszMQ5e;true;
camaradas el barrio;669739439183151105;Me & djvicvargas at #waybackwhensday #ThanksgivingEve2015 #elbarrio @ Camaradas El Barrio https://t.co/TLDJDYGlR5;true;
camaradas el barrio;669714947341873153;My other brother @tedsmooth #waybackwhensday #ThanksgivingEve2015 #elbarrio @ Camaradas El Barrio https://t.co/m3hb1woe5k;true;
camaradas el barrio;669873339444404224;Party People in the place to be?????? @ Camaradas El Barrio https://t.co/Tw8FU8oS9A;true;
camaradas el barrio;669707195211100160;My man @lordsear ROCKIN OUT!!! #waybackwhensday #ThanksgivingEve2015 #elbarrio @ Camaradas El Barrio https://t.co/kQVZ9bvbSI;true;
camaradas el barrio;669706737264410624;erikathedj KILLIN IT #waybackwhensday #ThanksgivingEve2015 #elbarrio @ Camaradas El Barrio https://t.co/OKZBILxbAG;true;
camaradas el barrio;667563497778204673;I'm at Camaradas El Barrio - @camaradas115 in New York, NY https://t.co/5diXHjPDX1;true;
camaradas el barrio;669544596548947968;Tonight is the 7th annual Wayback Whensday Thanksgiving Eve party at Camaradas El Barrio 2241 First… https://t.co/y8sesaFIcM;true;
camaradas el barrio;669871146519691264;Good friends let you lean on them.? #latepost @ Camaradas El Barrio https://t.co/vFzFSTDD7q;true;
destination;669697401997893632;My dad couldn't remember the song Destination Calabria at 1:29AM https://t.co/ad1QEHiMKm;false;
destination;669324702226259969;This Thanksgiving, I'm thankful for @Amtrak being reliable and actually getting you to your destination when they say they'll get you there;false;
destination;667714851402305536;@The305MVP  Destination America is cool because i love watching @IMPACTWRESTLING  and also watching @theWWERAW  on @USA_Network;false;
destination;670260998427676672;#nygiants #jetblue #aisleseat #exhausted #happythanksgiving #destination #florida. @ JFK New York… https://t.co/bPMJFatjWM;true;
destination;668611715630804993;What a crazy 4-in-4 weekend… ?? Lynchburg ?? Utica ?? Amherst ?? Hartford And now the best destination of all: home. Hello, Brooklyn.;false;
destination;669543086654124032;The snap from Anchorage Alaska is probably the most depressing destination snap ever, that place looks awful !!;false;
destination;669914423453184000;Only in ny.. you're 3 miles away from your destination but it takes 30 minutes to get there;false;
destination;667911042454917121;found the most AMAZING falafel place in manhattan today, wonder how long before it becomes a tourbus destination for it's "authenticity";false;
destination;667697094472409088;Daqui a pouco vou estar com meu amigo @rafaelslash  fotografando o Destination Wedding da Gisele e do… https://t.co/JNdvN7vZuF;true;
destination;668944978777870336;I'm racking to the shmoneyy that's my destination ??;false;
whiskey rebel;668998538723008513;Well it's been a while #demboyzareback (at @WhiskeyRebelNyc in New York, NY) https://t.co/kJ3kwEtDoY;true;
heights tavern;668288573246971904;?? #mood @ Heights Tavern https://t.co/FeJjEtdJfV;true;
heights tavern;668988043634843648;#500DJs on set at #HeightsTavern & we're back at it this Wednesday for #ThanksGivingEve in the Heights. #500ENT https://t.co/miLYnHc04L;true;
heights tavern;668267360709697536;Fight Night @ Heights Tavern https://t.co/UsJYQ3HW0w;true;
heights tavern;668988477682393088;#500DJs on set at #HeightsTavern This Wednesday for #ThanksGivingEve in the Heights. @djuneeq @jaydee500_ #500ENT https://t.co/RRlU9QOVrT;true;
the dutch;670083706665725952;It's rare to get all the kids together for Thanksgiving, so tonight was great! @ The Dutch https://t.co/Z0SOanCegT;true;
the dutch;667854766735757314;Dinner (at @TheDutchNyc in New York, NY) https://t.co/PUwuKgs7Uf;true;
the dutch;669929532485468161;Here the Dutch are – yet again – teaching the rest of the world how to really be cool. https://t.co/supOhNs2aW;false;
the dutch;669981710365405185;spotted grandpa in the Dutch newspaper https://t.co/Jbf48gKT3x;true;
the dutch;668495449213575169;I'm at The Dutch in New York, NY https://t.co/OvQfzCTOLx;true;
the dutch;669182560107384832;Too much weed in the Dutch that can't be for one person;false;
