diablo royale;667430253858594819;kitchen fulla nachos // future you fulla nachos?? @ Diablo Royale https://t.co/NOA2yzFx9A;true;
metropolitan;667398836764221442;Museo de Arte. #NewYork @ The Metropolitan Museum of Art, New York https://t.co/FJcyhAGJL5;true;
metropolitan;668777284199780352;Statues at Temple of Dantur exhibit. @ The Metropolitan Museum of Art, New York https://t.co/C8e3pZD8TV;true;
metropolitan;669717951189266432;The amazing Metropolitan Opera House @LincolnCenter @NewYorkcom #nyc #opera #lincolncenter @MetOpera https://t.co/XbvgQiH2K2;false;
metropolitan;668533637718122496;Giving a lecture on the art of the selfie. @ The Metropolitan Museum of Art, New York https://t.co/oCfOiLmQNp;true;
metropolitan;668466023767613440;do you even art? @ The Metropolitan Museum of Art, New York https://t.co/MfNR9GnDVj;true;
little cupcake bake shop;668585988696985600;#graffiti #spraypaint #art #nyc #urbanart #littlecupcakebakeshop @ Little Cupcake Bakeshop https://t.co/ht0PgKW5q9;true;
the griffin;669223436149985280;Join us this Saturday at THE GRIFFIN 50 Gansevoort street JoJo's guest list SPONSORED COCKTAILS… https://t.co/8ycuiwzeZE;true;
the griffin;669200123168182272;?? @ The Griffin https://t.co/RIZ1EQ6lmj;true;
the griffin;668308249414881280;When You're In The Club With Your Kicks On Comfy >>>>> ???? - @ The Griffin https://t.co/NUuGq26Cjj;true;
the griffin;668188767841353729;Netflix and chill is the perfect way to spend your Sunday, but tonight, join us at THE GRIFFIN 50… https://t.co/xA0D6UWm23;true;
the griffin;669268972814995457;Just posted a photo @ The Griffin https://t.co/Wyw7ulHUmW;true;
the griffin;668189719805620225;Join me tonight at THE GRIFFIN 50 Gansevoort street Joel's guest list SPONSORED COCKTAILS… https://t.co/wLMByLF3lG;true;
the griffin;669238858110902273;HappyTday to all my peeps,  and Southside and Bedstuy homies and the Griffin and Taylor family Httr htst21 HTRG3 https://t.co/HqF70VSz7P;false;
the griffin;667414944778858496;#tbt ? @ The Griffin https://t.co/BHznuSYd0h;true;
the griffin;669042744334155777;From sin city to the griffin #patron on deck me and my brother biondo11 we just getting started nigga… https://t.co/mwcNdC9SDS;true;
the griffin;668148495593926656;Join us tonight at THE GRIFFIN 50 Gansevoort street JoJo's guest list SPONSORED COCKTAILS… https://t.co/pv0ezsbK4x;true;
nathan's famous;668584380827308032;Nathan's serve more than just hotdog ! #nathans #hotdog #americanfoodicon @ Nathan's Famous https://t.co/P1y4uu5Opl;true;
nathan's famous;667948946380206080;#Christmas time in #nathanshotdogs #coneyisland @ Nathan's Famous https://t.co/UmVw5IXmp3;true;
the roosevelt hotel;668939469895127041;Christmas mood already! (@ The Roosevelt Hotel - @rooseveltnyc in New York, NY) https://t.co/TMpudvbHQx https://t.co/k2VIBlFhb2;true;
the roosevelt hotel;667422110361509893;Seeking refuge (and drinks) from the rain. ?? @ The Roosevelt Hotel https://t.co/XTBkKwuNfk;true;
the roosevelt hotel;668590399020122112;Just posted a photo @ The Roosevelt Hotel https://t.co/l8ciXtKrwA;true;
the roosevelt hotel;667552760250765312;Brad Paisley Sighting: New York, New York/ The Roosevelt Hotel https://t.co/kDiVWg8RCu @BradPaisley;true;
the roosevelt hotel;669329888504098816;Aproveitando a última noite pra dar aquela descansada... (@ The Roosevelt Hotel - @rooseveltnyc in New York, NY) https://t.co/akIzT1lsJU;true;
the roosevelt hotel;667848760794460160;I'm at the Roosevelt hotel and all I can think is how terrified I am that this chair has bedbugs;false;
the roosevelt hotel;667518587964362752;I'm at The Roosevelt Hotel - @rooseveltnyc in New York, NY https://t.co/5uhfNgR3nO;true;
the roosevelt hotel;667750111821344768;congrats boys!! #billboardtouringawards @ The Roosevelt Hotel https://t.co/Uer4SPY7Z0;true;
the roosevelt hotel;667545461457309696;Getting lit with the homies @pacinos @getrichinc @lenapiccininni #barberfam #tbt @ The Roosevelt Hotel https://t.co/Onbl3he9o4;true;
ugly duckling;667297418413608960;@parragonbooks #FairyTales. #WinItWednesday  the ugly duckling is born!;false;
ugly duckling;670288256349708288;once upon a time | (1/8) @WeAreOUAT  RT if you are #WhiteKnight #UglyDuckling ?? https://t.co/ft4QYcnqtS;false;
ugly duckling;670073577828458496;Thanksgiving Phase 2 #namco @ Uglyduckling https://t.co/dEQ9CML7q0;true;
ugly duckling;667854040873590784;chicken waffles x 2 @ Uglyduckling https://t.co/8djTDKyN6o;true;
ugly duckling;670281916940230656;once upon a time | minimalist (1/8) @WeAreOUAT RT if you are #WhiteKnight #UglyDuckling ?? https://t.co/EUyLqll7jG;false;
ugly duckling;668059248518144000;This explains why I went through my ugly duckling stage in middle school and girls now are blossoming at that age. https://t.co/tjKV0ZNvwH;false;
ugly duckling;670284549755158529;once upon a time | (1/8) @WeAreOUAT  RT if you are #WhiteKnight #UglyDuckling ?? https://t.co/6J747FUuBZ;false;
ugly duckling;669894361501581313;Having a bit of a moment with Hans! @ Hans Christian Andersen, The Ugly Duckling statue https://t.co/yGk9Sf4dR3;true;
bo's kitchen & bar room;667595063761891328;#DandyWellingtonBand performing "if I had you" @ Bo's Kitchen & Bar Room https://t.co/DaUoOxYElL;true;
bo's kitchen & bar room;667931345780350976;dirty thirties (@ Bo's Kitchen & Bar Room - @bos_nyc in New York, NY) https://t.co/yFKzGFmmuE https://t.co/MDefW66GG8;true;
parm;669205653492224000;Lunch! (@ Parm Mulberry Street in New York, NY w/ @harisamin) https://t.co/msfP6IaXId;true;
parm;668987039224832000;There is so much eggplant parm hero inside of me;false;
parm;668960107636518912;monk fish with parm risotto fresh pork belly ladrones sautéed spinach and… https://t.co/JEpIRi0rbu;true;
parm;667847452955975680;chicken bacon ranch and chicken parm pizza made by me ? https://t.co/Ls4aBfajRu;false;
parm;668500155444908033;ANNOUNCEMENT: Just had oatmeal risotto style w/ fresh parm and truffle oil for brunch. Did not know this was even possible. Best Sunday ever;false;
parm;669533968597983232;Chicken parm for breakfast bc yes;false;
parm;668621876604850176;3. @ Parm Battery Park City https://t.co/QLvPoDm2GM;true;
parm;667851859336568834;Honey bbq wings are honestly my favorite food. This may top pizza and veal parm from Vincent's;false;
parm;668220033915559936;Homemade chicken parm for dinner tonight! ?;false;
parm;668193752197046272;Today would've been my grandmother's 84th birthday. So to honor her, #blessed chicken parm from her… https://t.co/jAzZastUa1;true;
community 54;669191326618034177;@thehoodchef X @community54  @phattfeatures  #hoodchef #swaggiving #community54 #photooftheday… https://t.co/FhMaLQwQUQ;true;
community 54;667927201384407041;#Swaggiving @Community54  with some incredible people ? ? courtesy of @TheHoodChef ? https://t.co/r0GKLIFxbI;false;
community 54;667910880546263040;soundwallart x jas. this speaker bumps. she lives at #community54 #eastvillage #sonos ? #swaggiving… https://t.co/GfCdcmkwLd;true;
community 54;668109441489764353;Leek.  @iamleek @phattfeatures  #community54 #nyc #swaggiving #eastvillage #hiphop #rap #canon6d… https://t.co/2yJPsfPO12;true;
community 54;668191629442809856;#swaggiving @thehoodchef @ Community 54 https://t.co/Ig7v2S9SLB;true;
community 54;667801203913396224;#Swaggiving @Community54 ? https://t.co/rnqS7GYvHV;false;
community 54;667420089306759170;@toastyramirez is bring extra bunzz to #Swaggiving feast tomorrow at @community54 from 12noon till… https://t.co/sYwNHL6Hgo;true;
community 54;667455249800630272;I got that dirty bird #Swaggiving feast tomorrow at @community54  Come get the best thanksgiving… https://t.co/XMXZ5XoViX;true;
community 54;667433648954679296;We're all together on #Swaggiving day !! Come to @community54 tomorrow and get ya swag plate  All… https://t.co/UzmUxxm2y0;true;
community 54;668098510508683264;Wired. @community54  Taken by @phattfeatures  #photooftheday #canon #canon6d #production #graffiti… https://t.co/gyHXJAc9Tw;true;
rogue;667532566732390400;Mission: Impossible – Rogue Nation by Christopher McQuarriedodozg https://t.co/uCJFXbEMKg https://t.co/894o3dkn0z;false;
rogue;668929525552672768;@gamesmaksmehigh i liked playing as a rogue ?;false;
rogue;667485649939775488;@pozmagazine #poz100 #poz #wellbeyondhiv @ Rogue Space Chelsea https://t.co/5tW2lbtpk7;true;
rogue;668139218531692545;#BlackFridayDeals #Blackfriday #centralavenissan #centralavenue #Sales #Nissan #Sentra #Altima #Rogue #Pathfinder https://t.co/vkfoNXbtci;false;
rogue;669330095224569856;@JayWalkerAddict STD "BioCousins of HIV": ++Spreading "Unreportedly" (by rogue State DOHs);false;
rogue;667905588362354689;Who among us hasn't been tossed off by a rogue wave? #Dateline;false;
rogue;669522381837307905;#Chicago protests are easy to understand - no place for rogue cops.  Head scratcher? Black on black crime is daily there, never protested.;false;
rogue;668921554517032960;@maxcaullfield hmmm yah I might since I already played a rogue :0;false;
rogue;669898067257069568;Going rogue and making roast whole fish for thanksgiving;false;
rogue;670149084083175424;2015/12/05: Brooklyn, NY, United States: Blend // Still1 & Rogue https://t.co/0KZORxF9TQ https://t.co/csjhvbEFI3;true;
boqueria;669651210249437185;Happy Thanksgiving from @boqueria #Flatiron !!!!! #workfamily #somuchfood #dontdropthestuffing @… https://t.co/xhUWObgVkH;true;
boqueria;669605925976727552;I'm at @Boqueria in New York, NY https://t.co/liUfaS9p1y;true;
outpost;667712045597364229;Littleneck #wander #nyc #bikes #brooklyn @ Littleneck Outpost https://t.co/JJqeUNLIiX;true;
kiss my slice;668971778400759810;It's not delivery. It's Digiorno ??? @zeenewyorkcity #nomnom mariocrestman @ Kiss My Slice Pizza https://t.co/acwmN0ssf7;true;
maru;669735198884401152;#mycurrentsituation @ Maru Karaoke Lounge https://t.co/FyYtWwovX0;true;
butter lane;667907452713754624;@butterlane chocolate babka pie from Breads bakery!;false;
fada;668264019925536768;Just posted a photo @ FADA french bistro https://t.co/MYe4c4n9lr;true;
mission chinese food;667881032612315136;Just posted a photo @ Mission Chinese Food https://t.co/t5QFx8908e;true;
mission chinese food;668571401226461187;I'm at Mission Chinese Food - @missionstfood in New York, NY https://t.co/ohQBHHMR7L;true;
mission chinese food;667522472510627841;I'm at Mission Chinese Food - @missionstfood in New York, NY https://t.co/PkE3rtr3K8;true;
mission chinese food;669669177008005122;Wings for days (@ Mission Chinese Food - @missionstfood in New York, NY) https://t.co/oVU9J3vsA5;true;
mission chinese food;667871681642262528;Just posted a photo @ Mission Chinese Food https://t.co/uFtoK6vgwp;true;
mission chinese food;668975280300662784;the mission to eat at mission is now complete ? @ Mission Chinese Food https://t.co/eroebhyUOM;true;
mission chinese food;668587666393317377;Just posted a photo @ Mission Chinese Food https://t.co/8jnifWc1oH;true;
mission chinese food;667871823141310465;margaritas and Chinese food w/ @bigedirc #carlito ? @ Mission Chinese Food https://t.co/cLuesEJV9H;true;
astoria coffee;669627880456986626;#AstoriaCreatives & @AstoriaCoffeeNY - Toy Drive 2016. Dropoff new, unwrapped toys @ Astoria Coffee starting today. https://t.co/Qj9MPh9QYb;false;
astoria coffee;668190628782608384;Needing some @astoriacoffeeny right meow??? #cappuccino #coffee #astoria #coffeeshop #coffeeart… https://t.co/cWL4AnsLM0;true;
astoria coffee;667676960206770176;I wonder what it'll be at the end of the day? #greedisbad #NYC @astoriacoffeeny @ Astoria Coffee https://t.co/zhwp9ATyXG;true;
astoria coffee;669286888080035840;You want in? Show up at 8pm at @astoriacoffeeny for the LIVE podcast recording of #TheBitchSeat! With… https://t.co/9zakK3rMDO;true;
astoria coffee;667868210776051713;Night night coffee shop. See you tomorrow @astoriacoffeeny  #astoriacoffee #astoriaqueens #astoria… https://t.co/XQtljPzpJt;true;
desnuda;669700320948150272;Las mujeres deberian dormir desnuda hoy #SoloDigo.;false;
desnuda;668108242468368384;#LoquetePrende No te Pierdas mi Entrevista con el actor @DavidChocarro quien se desnuda en #ElPrincipiodeArquimedes  https://t.co/tVd32hk6np;false;
dos caminos;669282929382662144;I'm at Dos Caminos in New York, NY https://t.co/vyEkLxUCx6;true;
dos caminos;669970755203952640;Thankful for my bestfrands ?? (missing gracedarienzo though) @ Dos Caminos https://t.co/KoCAYd02GH;true;
dos caminos;667623241498820608;good thursday ??? thankyou for @doscaminos  & @theleonoranyc ??? #djax #djlife #nightlife #newyork… https://t.co/AmndsCBcPt;true;
dos caminos;667859653099958272;My bday dinner with Jason (@ Dos Caminos in New York, NY) https://t.co/6lRCGAkej8;true;
dos caminos;668608395835023360;So excited for the beta tau dinner!! #btic2015 @ Dos Caminos https://t.co/6eZ5Otkpia;true;
dos caminos;667320374795857920;Tacos for one. #DosCaminos #NYC #Mexican #tbt #TimesSquare #LoveTacos #TacoThursday #goals #eat… https://t.co/qqcwe2PsbJ;true;
dos caminos;669383604565204994;Thanksgiving Eve....Join Me For Dinner @doscaminos With After Party & Official Meat Packing Soiree… https://t.co/QjymDxmyBY;true;
dos caminos;670292259548467200;Just posted a photo @ Dos Caminos Restaurant, Meat Packing District. https://t.co/aXiBs3Svgj;true;
dos caminos;669971882477678592;Just posted a photo @ Dos Caminos https://t.co/KoCAYd02GH;true;
dos caminos;667822347215179777;I'm at Dos Caminos in New York, NY https://t.co/r8lG8yDJ0v;true;
square diner;670088681361965057;Loving this night ? #thanksgiving2015 #night #friends #nyc ? @ Times Square Diner https://t.co/WLX8niRlcn;true;
square diner;669347399828119552;#Breakfast4Dinner (@ Court Square Diner - @courtsquaredinn in Long Island City, NY) https://t.co/zhYPYFLl2i;true;
square diner;668224976785379329;Court Square Diner was on last week's Gotham and, apparently, this episode of Jessica Jones;false;
square diner;669937693732814849;Turkey Dinner!! (@ Washington Square Diner in New York, NY) https://t.co/YMdalxcskT;true;
square diner;667791739940401152;OMG Court Square Diner on #JessicaJones! That's where I get my late night breakfast food delivery from!;false;
5 burro cafe;668208303118393345;Been a while. #alchy #burros #queens #weekend #lush @ 5 Burro Cafe https://t.co/NjeozQcax5;true;
hilton times square;669687092499324928;mirror selfies in nyc elevators? @ Hilton Times Square https://t.co/vcreHDn9Z8;true;
hilton times square;669130861619482630;Good Morning @ Hilton Times Square https://t.co/UjUzdx7dXG;true;
la bella;668199442894356480;Hoy en el @lockerroom1050 le acepté el reto a la bella @24barbarav... Fisiculturista, bikini champ,… https://t.co/F6cBAKkG4E;true;
la bella;667517400951169025;Lo mejor de todo es la Bella Armonía de la Tuba...@Fuegoalalata https://t.co/g83Lv380kM;false;
la bella;667378101068939268;Sonando La Bella de @EliacimOfficial en @12y2 con @sergiocarlo y @KarinaLarrauri;false;
la bella;670063649105518592;Con la Bella sobrinita dios la bendiga I el taliban ENZO in the back!!… https://t.co/mcdI2Wa2Jg;true;
la bella;670014148110106624;Thanksgiving in Brooklyn (@ La Bella Marketplace in Brooklyn, NY) https://t.co/VV8XuuOBOl https://t.co/zBR2n15xH9;true;
la bella;670004698930421760;Que comience el desfile de la bella Salcedo @ Audubon 260 https://t.co/QivqPXQfXZ;true;
la bella;669933504541663232;Cannoli Dessert (@ La Bella Ferrara in New York, NY) https://t.co/CiKCHwCfLu;true;
la bella;669223340909826048;Repost from @tvyespectaculo "Feliz cumpleaños a la bella #AylínMujica @Aylin_Mujica: https://t.co/BXKqA8Nzt2 …" https://t.co/z9ZIz7OII7;false;
la bella;668306092858961920;When you screen shot your girls snap chats...... smiley_dimples_ @ La Bella Havana https://t.co/6wlOd1bxsD;true;
la bella;670061187690831872;Eatin good ??????? @ Ciao La Bella Napoli Italian Restaurant https://t.co/1itnFP8NZW;true;
la loteria;668132738164260864;#Weekends are made for #brunching. ? Where to next? ? #becauseimexiCAN @laloterianyc https://t.co/LPUuHtmEh5;false;
la loteria;669856177963036672;Hoy hay $1,000 en total en la Loteria del Show de RB, la primera carta fue el musico ya vienen las otras 2. Suerte!;false;
due;668933966691463168;When you trip while walking and eating a slice of pizza due to staring at a nice male booty. That's when you know you're single;false;
due;667794911731785728;disappointed with @British_Airways online check in. Due to a ux error I can't change # of checked bags & now have to pay more @ the airport.;false;
due;668119923772772353;Was finally back at the gym after a few days off due to congestion and cold. Felt great. Totally needed. #backtoit;false;
due;667806616121536512;Broken or lifted sidewalks due to trees ? New Bill makes NYC pay-Press conference Mon 11-23 11 AM 31-11 77th Street JHTS @nypost;false;
due;670144258897256449;I'm tryna figure out when I'm doing this research paper that's due on Monday.;false;
