"diablo royale",6.67430253858595E+17,"kitchen fulla nachos // future you fulla nachos?? @ Diablo Royale https://t.co/NOA2yzFx9A",TRUE,0
"hilton times square",6.69687092499325E+17,"mirror selfies in nyc elevators? @ Hilton Times Square https://t.co/vcreHDn9Z8",TRUE,1
"hilton times square",6.69130861619483E+17,"Good Morning @ Hilton Times Square https://t.co/UjUzdx7dXG",TRUE,1
"la bella",6.68199442894356E+17,"Hoy en el @lockerroom1050 le acepté el reto a la bella @24barbarav... Fisiculturista bikini champ… https://t.co/F6cBAKkG4E",TRUE,0
"la bella",6.67517400951169E+17,"Lo mejor de todo es la Bella Armonía de la Tuba...@Fuegoalalata https://t.co/g83Lv380kM",FALSE,0
"la bella",6.67378101068939E+17,"Sonando La Bella de @EliacimOfficial en @12y2 con @sergiocarlo y @KarinaLarrauri",FALSE,0
"la bella",6.70063649105519E+17,"Con la Bella sobrinita dios la bendiga I el taliban ENZO in the back!!… https://t.co/mcdI2Wa2Jg",TRUE,0
"la bella",6.70014148110107E+17,"Thanksgiving in Brooklyn (@ La Bella Marketplace in Brooklyn NY) https://t.co/VV8XuuOBOl https://t.co/zBR2n15xH9",TRUE,1
"la bella",6.70004698930422E+17,"Que comience el desfile de la bella Salcedo @ Audubon 260 https://t.co/QivqPXQfXZ",TRUE,0
"la bella",6.69933504541663E+17,"Cannoli Dessert (@ La Bella Ferrara in New York NY) https://t.co/CiKCHwCfLu",TRUE,1
"la bella",6.69223340909826E+17,"Repost from @tvyespectaculo ""Feliz cumpleaños a la bella #AylínMujica @Aylin_Mujica: https://t.co/BXKqA8Nzt2 …"" https://t.co/z9ZIz7OII7",FALSE,0
"la bella",6.68306092858962E+17,"When you screen shot your girls snap chats...... smiley_dimples_ @ La Bella Havana https://t.co/6wlOd1bxsD",TRUE,1
"la bella",6.70061187690832E+17,"Eatin good ??????? @ Ciao La Bella Napoli Italian Restaurant https://t.co/1itnFP8NZW",TRUE,1
"la loteria",6.68132738164261E+17,"#Weekends are made for #brunching. ? Where to next? ? #becauseimexiCAN @laloterianyc https://t.co/LPUuHtmEh5",FALSE,1
"la loteria",6.69856177963037E+17,"Hoy hay $1000 en total en la Loteria del Show de RB la primera carta fue el musico ya vienen las otras 2. Suerte!",FALSE,0
due,6.68933966691463E+17,"When you trip while walking and eating a slice of pizza due to staring at a nice male booty. That's when you know you're single",FALSE,0
due,6.67794911731786E+17,"disappointed with @British_Airways online check in. Due to a ux error I can't change # of checked bags & now have to pay more @ the airport.",FALSE,0
due,6.68119923772772E+17,"Was finally back at the gym after a few days off due to congestion and cold. Felt great. Totally needed. #backtoit",FALSE,0
due,6.67806616121537E+17,"Broken or lifted sidewalks due to trees ? New Bill makes NYC pay-Press conference Mon 11-23 11 AM 31-11 77th Street JHTS @nypost",FALSE,0
due,6.70144258897256E+17,"I'm tryna figure out when I'm doing this research paper that's due on Monday.",FALSE,0
due,6.69651843673362E+17,"@Newegg it seem 5% app won't work due item has promo kind sad . https://t.co/0YQDUdyjRW",FALSE,0
due,6.69261049464529E+17,"My professor told me the paper was due on the last class of the semester... the last class of the semester IS NOT TODAY.",FALSE,0
due,6.69507728138605E+17,"Rt-110 NB is *CLOSED* at L.I.E. / I-495 due to an accident in Melville #nbc4ny",FALSE,0
due,6.69180168632693E+17,"Doing my HW an hour before it's due is my only talent",FALSE,0
due,6.69686601262481E+17,"& my paper wasn't even due last mondayyyyyy ???",FALSE,0
franco's,6.69728346973053E+17,"Lost $80 in 6 minutes and Franco's fucking rain man",FALSE,0
franco's,6.6786890562553E+17,"@BeachBabe515 This was the best! It can't end like this. Can't Bo go to PC see doc that got Franco's tumor? ???",FALSE,0
franco's,6.67417584229343E+17,"@Dancensuds @taych #GH We are getting the hospital back. Franco's doing art therapy & a brand new piece of cardboard just replaced Kevin.",FALSE,0
dorado,6.69301164232569E+17,"Now THIS is Mexican! Far better service food selection and ambiance than the El Dorado Royale Resort and Spa... https://t.co/G30v5JJlWx",TRUE,1
"peking duck house",6.68975737370575E+17,"When you casually order an entire duck for two people on a Monday night. @ ??? Peking Duck House https://t.co/hVGI3oiU5B",TRUE,1
"peking duck house",6.68073303966401E+17,"@JBSchef here till tomorrow.  Hitting Peking Duck House tonight with a big ressy.  You are more than invited!",FALSE,0
"peking duck house",6.69633980912767E+17,"#bigjuice #bigduck @ Peking Duck House https://t.co/YHxVF1H6hU",TRUE,1
"peking duck house",6.69214883628655E+17,"Thank you all for celebrating! -it was epic- #pekingduckhouse #pekingdiningsty @ Peking Duck House https://t.co/4HJgw5YYbj",TRUE,1
"peking duck house",6.69204595453862E+17,"I'm at Peking Duck House - @pekingducknyc in New York NY https://t.co/1NpJyRZTAk",TRUE,1
"peking duck house",6.67538197908431E+17,"When in #pekingduckhouse ?? is appropriateand of course the #pekingduck was already all gone!… https://t.co/uxZ3X70haK",TRUE,1
"the cobra club",6.68907822726439E+17,"Pit stop to warm up...the warm spell is over. #ADLife (@ The Cobra Club in Brooklyn NY) https://t.co/vkE5u6yEBW",TRUE,1
sauce,6.69898850296054E+17,"@sbrbbq wondering if Sweet Baby Ray's BBQ sauce considered gluten-free?",FALSE,0
sauce,6.68055256530608E+17,"Good morning all hope u have a great day today stream I will be doing any amount of donation for a spoon full of hot sauce when i go live",FALSE,0
sauce,6.69535282732122E+17,"the textbook definition of sauce https://t.co/4Q7hoABlbl",FALSE,0
sauce,6.69940643779711E+17,"Way to go dad for lighting the cranberry sauce thinking its a candle https://t.co/yGvuwox846",FALSE,0
sauce,6.69905029013176E+17,"I love making #cranberry sauce for #thanksgiving. It's so tasty & easy to make. And the yummy aroma… https://t.co/sUPFe7VjjF",TRUE,0
sauce,6.69383256274543E+17,"Czar’s Gold & Caviar Parfait: nougat cream almonds chocolate sauce & 24-karat edible gold! https://t.co/8sT9vGYY68 @RussianTeaRoom",FALSE,0
sauce,6.69184322344198E+17,"Eating Asian pussy all I need is sweet & sour sauce ???",FALSE,0
sauce,6.68811266119594E+17,"Making sauce ? https://t.co/gcuEqKNelR",FALSE,0
sauce,6.68476143876612E+17,"@gangleri2000 @tinydooms Now see Worcester sauce I got need to go out to get ingredients for soup and sandwich.",FALSE,0
sauce,6.67672928377442E+17,"Small World is thinking Cranberry Sauce https://t.co/ZeATeq9p4b",TRUE,0
kelly's,6.69597369525252E+17,"I take it TJ had to run Kelly's by hisself #GH",FALSE,0
kelly's,6.6974979552383E+17,"#ThisGuy ferrarawill #WilldaBeast #middleschool #Reunion #HewillbeFamous @ Nicole Kelly's Pub https://t.co/J8xpsZ0nAj",TRUE,1
kelly's,6.69979788837323E+17,"Peter Kelly's latest song ""Like We Do""!  Catch Peter Kelly and Rabbi Stephen Baars on the next Dr. Lovve Show! https://t.co/ifP5u1TMfi",FALSE,0
kelly's,6.69971109765345E+17,"They're gonna be calling for chip Kelly's head after this game",FALSE,0
kelly's,6.6853129909588E+17,"Mark Sanchez everybody. Chump Kelly's $5mm a year QB2.",FALSE,0
kelly's,6.70003586831618E+17,"@robinlundberg Kelly's offense needs a mobile QB yet signed a brittle slow footed Bradford who is no threat to run. That's Chip's fault.",FALSE,0
kelly's,6.69962733706719E+17,"@BSO Chip Kelly's prolly thinking of his next gig...",FALSE,0
kelly's,6.679112732549E+17,"break Joe Kelly's deal",FALSE,0
kelly's,6.68878761325142E+17,"I only come to accounting to play with Kelly's hair",FALSE,0
kelly's,6.69737755140735E+17,"If ur not drunk at jp Kelly's what are you",FALSE,0
verde,6.68254240582824E+17,"????? @ Isla Verde Garden https://t.co/TIUNqJS3AB",TRUE,1
verde,6.68269418338771E+17,"Doesn't get better than this! @ Locanda Verde https://t.co/Y4ospfyIjA",TRUE,1
verde,6.70032106173702E+17,"Quiero unas club verde :(",FALSE,0
verde,6.68069021359677E+17,"We were honored to have @mmviverito at verde last night thank you! @ Verde Flowers NYC https://t.co/OA5RyrN9Z4",TRUE,0
verde,6.68982188281565E+17,"@MI_VaughnX @GaudyGalliano CAPE VERDE these are African Women https://t.co/Jujf9HUFTa",FALSE,0
verde,6.67728498035962E+17,"Polpo: Charred Octupus Celery Root Pickled Celery and Salsa Verde at Marta. @martamanhattan… https://t.co/ph8uYShWpd",TRUE,0
verde,6.70032335622947E+17,"The spirit of the season ... @ Verde on Smith https://t.co/ju8nKw55LQ",TRUE,0
verde,6.68468211483066E+17,"@augustoreyh @1611Fernando y así no lo fuéramos! lo que está pasando en la Costa Verde es una desgracia.",FALSE,0
verde,6.69103893515805E+17,"El populismo de la revolución fracasada envolvió la cúpula verde y la contagió de practicas corruptas que los hundió en un mar de indignidad",FALSE,0
verde,6.68289596807975E+17,"moon bubbles. @ Colonia Verde https://t.co/reTrsNIucb",TRUE,1
"astoria brewhouse",6.6751726363811E+17,"I'm at Astoria Brewhouse - @astoriabrew in Astoria NY https://t.co/dgq7lX6Wo0",TRUE,1
"astoria brewhouse",6.70018016621552E+17,"Just posted a photo @ Astoria Brewhouse https://t.co/uGlAX3yjAS",TRUE,1
pacha,6.70047103947809E+17,"But I don't know what I'm talmbout cuz I'm a virgin now that Pacha and Dizzy's is closing down",FALSE,0
pacha,6.69320398647882E+17,"@ssteffieeee prob my favorite pacha memory to be honest",FALSE,0
pacha,6.67729E+22,"KENNEDY JONES takes over Pacha NYC TONIGHT!! Get your tickets now and it's free admission before 12am… https://t.co/vvzs67vd2e",TRUE,0
pacha,6.69326283701133E+17,"@PachaNYC to my first rave ever two years ago.. @R3HAB #PachaMemories https://t.co/gAwVXNdr4Z",FALSE,0
pacha,6.67869326331019E+17,"#Pacha is gonna be a MOVIE tonight catch my bro @BailoBeatz on main stage!",FALSE,0
pacha,6.67912934962668E+17,"@ZAXXOfficial @FIGHTCLVBMUSIC @JaySlivs @PachaNYC @TrapHausNYC @BailoBeatz @RONAISSANCE @KennedyJonesTHO @SALAMI_JOHNSON c u soon bb greggy",FALSE,0
pacha,6.69267404560683E+17,"Wow @PachaNYC is closing in January",FALSE,0
pacha,6.69320350472258E+17,"@impy__ @Joel_Fletcher @WillSparks @deanmajd @PachaNYC #bounceee",TRUE,1
pacha,6.69347299429061E+17,"Best fucking news ever pacha is closing in January thank fucking god #shithole ?????",FALSE,0
pacha,6.6979298333245E+17,"Mixtape Fab... @ Pacha NYC https://t.co/LFWsljOuk0",TRUE,1
"kottu house",6.67507638066917E+17,"Fun vlog I made with some friends. Please share your feedback!! https://t.co/ICcVojKiAz @KottuHouse Thank you for letting me film!!",FALSE,0
"kottu house",6.67830902974607E+17,"She is here to stay ""Kale Madness"" salad! Add some pineapples and you are in good hands! @ Kottu House https://t.co/Vfyg5OBbZU",TRUE,1
"kottu house",6.69255592062484E+17,"Come hang with some good people and donate to a good causeBridge 2 Peace! @ Kottu House https://t.co/966IodvJDv",TRUE,0
"kottu house",6.67527734432809E+17,"@DonateSocial1 Hey guys check out my last vlog please https://t.co/Xy1tDPUTHS #vlog #nyc #clawmoney #kottuhouse #hangout #friends",FALSE,0
"kottu house",6.67430456296661E+17,"When one egg just isn't enough. Regram 6cpictures @ Kottu House https://t.co/6woOi4GwTY",TRUE,1
"kottu house",6.69696024621945E+17,"The night is still young come have a Kottu or seven and donate to Bridge 2 Piece! ?? @ Kottu House https://t.co/4bH3KAIGtN",TRUE,0
"kottu house",6.68524696007127E+17,"Come and watch the game new Sunday tradition! @ Kottu House https://t.co/QDlEYtK88X",TRUE,0
"kottu house",6.69638252157096E+17,"Who's in NYC. Come hang out at @KottuHouse ?",FALSE,1
motivo,6.69706960917369E+17,"Eso pasa cuando cambias de arquero sin motivo #Liguilla #Futbol @Telemundo @UnivisionSports",FALSE,0
motivo,6.68508786433356E+17,"@68_maritza eres un motivo un motivo que a sabido despertar mi imaginación que yo no tenía",FALSE,0
motivo,6.6933744149769E+17,"? ""@PoetaExtinguido: El motivo de mi inspiración para escribir tiene Nombre y Apellido.?Es Bella? ..y ella lo sabe"" https://t.co/qIyMioAQKW",FALSE,0
motivo,6.69856544750727E+17,"Espero que mi país no participe de ningún modo en una guerra. Sea por el motivo que sea. https://t.co/V1PAYa4Ean",FALSE,0
motivo,6.68553583642747E+17,"Hahaha Cristina disse que eleição ""histórica"" de hoje foi permitida pelas políticas dela.  Foi mesmo mas não pelo motivo que ela cita.",FALSE,0
motivo,6.69551832851706E+17,"Há um motivo pelo qual escolhi morar com caras da minha idade e não com senhoras e não to gostando de ver essa escolha sendo tirada de mim.",FALSE,0
motivo,6.69252406169981E+17,"Preparan miles de comidas para desamparados con motivo de Acción de Gracias https://t.co/Vb8QRdPI9J",FALSE,0
motivo,6.68835215079535E+17,#MéxicoEnSiberia,FALSE,0
motivo,6.68520781828252E+17,"@68_maritza si podrás ser ese motivo dime si o no",FALSE,0
motivo,6.68118828358963E+17,"Sempre haverá 1 data 1 palavra 1 olhar 1 filme 1 música 1 ponto 1 sorriso 1 motivo que me fará lembrar de você.",FALSE,0
"max fish",6.68496752698221E+17,"Someone left their knife holster in LES. #SOWHEREISTHEKNIFE @ Max Fish https://t.co/mXqhsGwzpb",TRUE,1
"max fish",6.68454145666454E+17,"I don't fuck with them little ass totes ?? @ Max Fish https://t.co/u0JBiUcE2Y",TRUE,1
"max fish",6.68295262738215E+17,"WHAT AM I DOING HERE OMG LMFAO (@ Max Fish in New York NY) https://t.co/NzCXTpnkCY",TRUE,1
"max fish",6.67757893324796E+17,"Just posted a photo @ Max Fish https://t.co/WWzi38EqMn",TRUE,1
"max fish",6.6863869617918E+17,"I'm at Max Fish in New York NY https://t.co/fc9o1WDLDe",TRUE,1
"max fish",6.67899127238382E+17,"I'm at Max Fish in New York NY https://t.co/yDLk7qAtD4",TRUE,1
"max fish",6.69655972495925E+17,"PreSkool @ Max Fish Basement with BAMiAM Light Show  https://t.co/JzpDlXdgO5",TRUE,1
"igloo cafe",6.69896075524837E+17,"I'm at @IglooCafe in Astoria NY https://t.co/j8oK7o2D7p",TRUE,1
"igloo cafe",6.68512268422894E+17,"I'm at @IglooCafe in Astoria NY https://t.co/QW9SGpalYU",TRUE,1
valhalla,6.67436899389321E+17,"@irarchaeology .. and now US Vets who've entered Valhalla can have Mjolnir on their tombstones #55 https://t.co/ePOzwGgqMm",FALSE,0
valhalla,6.68991711599817E+17,"Love everything about this! #Repost @zakkwyldebls with repostapp ??? VALHALLA JAVA ALMIGHTY BL!!!… https://t.co/LEhbLwSPMZ",TRUE,0
valhalla,6.6754283260602E+17,"Remember you can listen to your boy live on 88.1fm Fridays from 8-10am #Westchesterny #Valhallany #Westchestercounty",FALSE,0
chika,6.6819820184601E+17,"Okaii chika Thot y un abrazo grande de distancia par ti tambien mi amorr??? https://t.co/xjjjxFV7gz",FALSE,0
chika,6.68515068192141E+17,"@kaloymuypuanco HALA CHIKA PLS",FALSE,0
"heights tavern",6.68288573246972E+17,"?? #mood @ Heights Tavern https://t.co/FeJjEtdJfV",TRUE,0
"heights tavern",6.68988043634844E+17,"#500DJs on set at #HeightsTavern & we're back at it this Wednesday for #ThanksGivingEve in the Heights. #500ENT https://t.co/miLYnHc04L",TRUE,0
"heights tavern",6.68267360709698E+17,"Fight Night @ Heights Tavern https://t.co/UsJYQ3HW0w",TRUE,0
"heights tavern",6.68988477682393E+17,"#500DJs on set at #HeightsTavern This Wednesday for #ThanksGivingEve in the Heights. @djuneeq @jaydee500_ #500ENT https://t.co/RRlU9QOVrT",TRUE,0
"boomer and carton",6.6821644207725E+17,"Heard @BoomerandCarton @cc660 @7BOOMERESIASON have been looking for Air-Zingis shirts.... https://t.co/n12tGfHWOQ",FALSE,0
"boomer and carton",6.68763596227265E+17,"@BoomerandCarton make sure boomer addresses his 1920s comment last week about panthers and cams dabbing",FALSE,0
"boomer and carton",6.67335852985614E+17,"@FlankerNips @Ript_Rice @BoomerandCarton yeah  @cc660 is really on @RayRice27 shlong...#Hard lol",FALSE,0
"boomer and carton",6.67326433178616E+17,"@7BOOMERESIASON Blake Bortles @BoomerandCarton #msg @Alsboringtweets",FALSE,0
"boomer and carton",6.67336950311965E+17,"Incredible interview of @RayRice27 on @BoomerandCarton @7BOOMERESIASON @cc660 I've aways like him. Everyone makes mistakes",FALSE,0
"boomer and carton",6.67371232506077E+17,"@BoomerandCarton @cc660 @7BOOMERESIASON @RayRice27 are youguys happy  #Ithasstarted https://t.co/ZQewLph9cd",FALSE,0
"boomer and carton",6.67331351776002E+17,"@RayRice27  I'm listening to you on @BoomerandCarton show and I'm thinking  maybe he deserves another look. .",FALSE,0
"boomer and carton",6.68823867637527E+17,"@BoomerandCarton Vote today for nick name of Kristaps Porzingis. See Daily News. I like Zing Man. Go NY Knicks.  https://t.co/fMtcKwAQ6U",FALSE,0
"boomer and carton",6.6731649674222E+17,"@BoomerandCarton boomer u r melo hater face it dnt forget if it weren't for stoudemire he wouldn't have came! Knick frnt offc has been prob",FALSE,0
"boomer and carton",6.68535767615087E+17,"@cc660 @BoomerandCarton now that the jets season is over is it time for geno smith?",FALSE,0
dover,6.68174228819153E+17,"NY Area All-State (Zone 10) Nov. 21st 2015 @ Dover High School https://t.co/srQvHUn10e",TRUE,0
dover,6.67392300260135E+17,"Fooooood (@ Dover Catering Food Court in Centereach NY) https://t.co/vLidoRIvv3",TRUE,1
dover,6.68542753542812E+17,"S U N D A Y??? #UpperEastSide #Manhattan #NYC @ DOVER STREET MARKET NEW YORK https://t.co/RQavPrfMza",TRUE,0
dover,6.6765826113119E+17,"Try https://t.co/SaY8LtfLMe If you would like a fresh Dover Sole flown in from England some #aged #menu",TRUE,0
dover,6.68542950507463E+17,"@JeffSmithABC7 sun going down on Dover plains https://t.co/f24rDSyaDh",FALSE,0
dover,6.68480645014921E+17,"Out with a bang ??(ps this pic has audio) #areaallstate2k15 @ Dover High School https://t.co/hHc4scEVuz",TRUE,0
dover,6.69309149562462E+17,"Why doesn't dover have this color combo?!?! https://t.co/9icjk1KjeJ",FALSE,0
dover,6.67390002456871E+17,"#CREATIVITY ? | They really nailed it at Dover Street Market New York. It felt like a Disneyland for… https://t.co/G7324kioLZ",TRUE,0
dover,6.68972368241512E+17,"DOVER PUBLIC SC is hiring! CLINICIAN #jobs in DOVER Apply today https://t.co/tXbjakr2Cv",TRUE,0
dover,6.6786385581355E+17,"What a great day with awesome kids bringing this music to life!! @ Dover High School https://t.co/3B9mhsXGSL",TRUE,0
"manhattan west",6.67449269746582E+17,"Earlier today...view of #ManhattanWest from the #Highline. Absolutely amazing #realestateconstruction. #onlyinNYC https://t.co/dMQPGMfMMO",FALSE,0
"atrium dumbo",6.68645322667741E+17,"Had a great dinner?? @ Atrium DUMBO https://t.co/PvXKN7M1G8",TRUE,1
"the coop",6.67574004211937E+17,"I hate the over saturation of the indie market but god damn I am so blessed to be able to fly the coop and take my studio on the road",FALSE,0
becco,6.68120531925889E+17,"Ready for a good meal at @becconyc then 2 c @handtogodbway date day show!  Hope you're having a fun… https://t.co/U8Kv800Y09",TRUE,1
becco,6.68610245267202E+17,"#Becco @joe_bastianich #NewYork",FALSE,0
"sidewalk cafe",6.67724321364775E+17,"I'll be at The Sidewalk Cafe tonight 8:30-9!",FALSE,0
"sidewalk cafe",6.69319907520225E+17,"Seeing John Gardner as Common Jack!!!! (@ Sidewalk Cafe - @sidewalkny in New York NY) https://t.co/DKeB0UwyhP",TRUE,0
"sidewalk cafe",6.67291849304871E+17,"@iNixza @capfantastic I loved Charles! When I played @ the sidewalk cafe in Venice Beach we were drinkin' buddies  Crazy funny and brilliant",FALSE,0
